31.75	4.1883532E-01	1.6961595E-10
32.00	4.1668485E-01	1.7398118E-10
32.25	4.1441201E-01	1.7847655E-10
32.50	4.1200808E-01	1.8310555E-10
32.75	4.0946465E-01	1.8787172E-10
33.00	4.0677378E-01	1.9277863E-10
33.25	4.0392818E-01	1.9782994E-10
33.50	4.0092133E-01	2.0302934E-10
33.75	3.9774763E-01	2.0838057E-10
34.00	3.9440256E-01	2.1388742E-10
34.25	3.9088275E-01	2.1955373E-10
34.50	3.8718612E-01	2.2538338E-10
34.75	3.8331194E-01	2.3138029E-10
35.00	3.7926089E-01	2.3754841E-10
35.25	3.7503512E-01	2.4374857E-10
35.50	3.7063830E-01	2.5011943E-10
35.75	3.6607557E-01	2.5666466E-10
36.00	3.6135362E-01	2.6338792E-10
36.25	3.5648065E-01	2.7029289E-10
36.50	3.5146638E-01	2.7738323E-10
36.75	3.4632197E-01	2.8466264E-10
37.00	3.4106005E-01	2.9213477E-10
37.25	3.3569460E-01	2.9980331E-10
37.50	3.3024088E-01	3.0767190E-10
37.75	3.2471535E-01	3.1574418E-10
38.00	3.1913554E-01	3.2402376E-10
38.25	3.1351991E-01	3.3251424E-10
38.50	3.0788767E-01	3.4121918E-10
38.75	3.0225858E-01	3.5014210E-10
39.00	2.9665274E-01	3.5928648E-10
39.25	2.9109033E-01	3.6865578E-10
39.50	2.8559131E-01	3.7825338E-10
39.75	2.8017520E-01	3.8808263E-10
40.00	2.7486070E-01	3.9814680E-10
40.25	2.6966546E-01	4.0813293E-10
40.50	2.6460571E-01	4.1834168E-10
40.75	2.5969605E-01	4.2877535E-10
41.00	2.5494916E-01	4.3943617E-10
41.25	2.5037559E-01	4.5032624E-10
41.50	2.4598360E-01	4.6144756E-10
41.75	2.4177911E-01	4.7280202E-10
42.00	2.3776559E-01	4.8439140E-10
42.25	2.3394413E-01	4.9621735E-10
42.50	2.3031354E-01	5.0828141E-10
42.75	2.2687052E-01	5.2058498E-10
43.00	2.2360988E-01	5.3312934E-10
43.25	2.2052484E-01	5.4591562E-10
43.50	2.1760734E-01	5.5894484E-10
43.75	2.1484844E-01	5.7221784E-10
44.00	2.1223865E-01	5.8573535E-10
44.25	2.0976828E-01	5.9949795E-10
44.50	2.0742781E-01	6.1350605E-10
44.75	2.0520820E-01	6.2775995E-10
45.00	2.0310108E-01	6.4225975E-10
45.25	2.0109897E-01	6.5633288E-10
45.50	1.9919537E-01	6.7061457E-10
45.75	1.9738474E-01	6.8510323E-10
46.00	1.9566247E-01	6.9979708E-10
46.25	1.9402467E-01	7.1469415E-10
46.50	1.9246798E-01	7.2979232E-10
46.75	1.9098922E-01	7.4508929E-10
47.00	1.8958509E-01	7.6058260E-10
47.25	1.8825173E-01	7.7626961E-10
47.50	1.8698437E-01	7.9214754E-10
47.75	1.8577689E-01	8.0821344E-10
48.00	1.8462152E-01	8.2446420E-10
48.25	1.8350848E-01	8.4089658E-10
48.50	1.8242578E-01	8.5750718E-10
48.75	1.8135906E-01	8.7429249E-10
49.00	1.8029153E-01	8.9124883E-10
49.25	1.7920408E-01	9.0837243E-10
49.50	1.7807542E-01	9.2565941E-10
49.75	1.7688239E-01	9.4310576E-10
50.00	1.7560036E-01	9.6070738E-10
50.25	1.7420371E-01	9.7760300E-10
50.50	1.7266641E-01	9.9460249E-10
50.75	1.7096266E-01	1.0117002E-09
51.00	1.6906756E-01	1.0288905E-09
51.25	1.6695777E-01	1.0461676E-09
51.50	1.6461222E-01	1.0635256E-09
51.75	1.6201273E-01	1.0809586E-09
52.00	1.5914459E-01	1.0984606E-09
52.25	1.5599705E-01	1.1154798E-09
52.50	1.5256377E-01	1.1325294E-09
52.75	1.4884306E-01	1.1496025E-09
53.00	1.4483809E-01	1.1666923E-09
53.25	1.4055692E-01	1.1837918E-09
53.50	1.3601244E-01	1.2008938E-09
53.75	1.3122212E-01	1.2179914E-09
54.00	1.2620773E-01	1.2350775E-09
54.25	1.2099489E-01	1.2516738E-09
54.50	1.1561253E-01	1.2682216E-09
54.75	1.1009234E-01	1.2847125E-09
55.00	1.0446808E-01	1.3011386E-09
55.25	9.8774927E-02	1.3174914E-09
55.50	9.3048777E-02	1.3337624E-09
55.75	8.7325562E-02	1.3499429E-09
56.00	8.1640599E-02	1.3660239E-09
56.25	7.6027982E-02	1.3818219E-09
56.50	7.0520023E-02	1.3974928E-09
56.75	6.5146762E-02	1.4130262E-09
57.00	5.9935554E-02	1.4284111E-09
57.25	5.4910737E-02	1.4437522E-09
57.50	5.0093379E-02	1.4589267E-09
57.75	4.5501122E-02	1.4739219E-09
58.00	4.1148102E-02	1.4887236E-09
58.25	3.7044951E-02	1.5037051E-09
58.50	3.3198874E-02	1.5184826E-09
58.75	2.9613795E-02	1.5330390E-09
59.00	2.6290553E-02	1.5473559E-09
59.25	2.3227145E-02	1.5621863E-09
59.50	2.0419001E-02	1.5767778E-09
59.75	1.7859285E-02	1.5911073E-09
60.00	1.5539204E-02	1.6051492E-09
60.25	1.3448323E-02	1.6201611E-09
60.50	1.1574881E-02	1.6349025E-09
60.75	9.9060939E-03	1.6493422E-09
61.00	8.4284487E-03	1.6634445E-09
61.25	7.1279780E-03	1.6790820E-09
61.50	5.9905154E-03	1.6944215E-09
61.75	5.0019254E-03	1.7094201E-09
62.00	4.1483068E-03	1.7240290E-09
62.25	3.4161665E-03	1.7408334E-09
62.50	2.7925636E-03	1.7573149E-09
62.75	2.2652223E-03	1.7734159E-09
63.00	1.8226163E-03	1.7890708E-09
63.25	1.4540275E-03	1.8076270E-09
63.50	1.1495830E-03	1.8258335E-09
63.75	9.0027121E-04	1.8436144E-09
64.00	6.9794319E-04	1.8608836E-09
64.25	5.3529863E-04	1.8817340E-09
64.50	4.0586050E-04	1.9021942E-09
64.75	3.0393948E-04	1.9221663E-09
65.00	2.2458983E-04	1.9415405E-09
65.25	1.6355826E-04	1.9650318E-09
65.50	1.1722735E-04	1.9880549E-09
65.75	8.2555081E-05	2.0104865E-09
66.00	5.7012609E-05	2.0321900E-09
66.25	3.8522134E-05	2.0583358E-09
66.50	2.5396768E-05	2.0838670E-09
66.75	1.6284136E-05	2.1086313E-09
67.00	1.0115053E-05	2.1324634E-09
67.25	6.1350895E-06	2.1607004E-09
67.50	3.7211199E-06	2.1880654E-09
67.75	2.2569733E-06	2.2143756E-09
68.00	1.3689235E-06	2.2394367E-09
68.25	8.3029408E-07	2.2684654E-09
68.50	5.0359881E-07	2.2962179E-09
68.75	3.0544812E-07	2.3224818E-09
69.00	1.8526365E-07	2.3470367E-09
69.25	1.1236808E-07	2.3746044E-09
69.50	6.8154688E-08	2.4003206E-09
69.75	4.1337908E-08	2.4239509E-09
70.00	2.5072709E-08	2.4452579E-09
70.25	1.5207366E-08	2.4681332E-09
70.50	9.2237340E-09	2.4884289E-09
70.75	5.5944775E-09	2.5059064E-09
71.00	3.3932221E-09	2.5203325E-09
71.25	2.0580933E-09	2.5344630E-09
71.50	1.2482967E-09	2.5452181E-09
71.75	7.5713020E-10	2.5523887E-09
72.00	4.5922268E-10	2.5557828E-09
72.25	2.7853263E-10	2.5567305E-09
72.50	1.6893858E-10	2.5536122E-09
72.75	1.0246643E-10	2.5462984E-09
73.00	6.2149031E-11	2.5346888E-09
73.25	3.7695293E-11	2.5184380E-09
73.50	2.2863351E-11	2.4977893E-09
73.75	1.3867323E-11	2.4727466E-09
74.00	8.4109567E-12	2.4433514E-09
74.25	5.1015031E-12	2.4075378E-09
74.50	3.0942181E-12	2.3676171E-09
74.75	1.8767381E-12	2.3237584E-09
75.00	1.1382992E-12	2.2761655E-09
75.25	6.9041337E-13	2.2209181E-09
75.50	4.1875688E-13	2.1626304E-09
75.75	2.5398889E-13	2.1016177E-09
76.00	1.5405205E-13	2.0382135E-09
76.25	9.3437289E-14	1.9667616E-09
76.50	5.6672581E-14	1.8940429E-09
76.75	3.4373658E-14	1.8204389E-09
77.00	2.0848677E-14	1.7463234E-09
77.25	1.2645362E-14	1.6644909E-09
77.50	7.6697997E-15	1.5835645E-09
77.75	4.6519687E-15	1.5038732E-09
78.00	2.8215616E-15	1.4257144E-09
78.25	1.7113636E-15	1.3405715E-09
78.50	1.0379945E-15	1.2584769E-09
78.75	6.2957550E-16	1.1795943E-09
79.00	3.8185684E-16	1.1040455E-09
79.25	2.3160788E-16	1.0226742E-09
79.50	1.4047728E-16	9.4602785E-10
79.75	8.5203779E-17	8.7404060E-10
80.00	5.1678704E-17	8.0661226E-10
80.25	3.1344719E-17	7.3466342E-10
80.50	1.9011533E-17	6.6837899E-10
80.75	1.1531078E-17	6.0746747E-10
81.00	6.9939521E-18	5.5162466E-10
81.25	4.2420464E-18	4.9295938E-10
81.50	2.5729312E-18	4.4003554E-10
81.75	1.5605616E-18	3.9240497E-10
82.00	9.4652848E-19	3.4963312E-10
82.25	5.7409855E-19	3.0583605E-10
82.50	3.4820837E-19	2.6709343E-10
82.75	2.1119905E-19	2.3290643E-10
83.00	1.2809870E-19	2.0280994E-10
83.25	7.7695789E-20	1.7322058E-10
83.50	4.7124878E-20	1.4751277E-10
83.75	2.8582684E-20	1.2523922E-10
84.00	1.7336274E-20	1.0599384E-10
84.25	1.0514982E-20	8.8375063E-11
84.50	6.3776588E-21	7.3300423E-11
84.75	3.8682456E-21	6.0443453E-11
85.00	2.3462095E-21	4.9513518E-11
85.25	1.4230480E-21	4.2446717E-11
85.50	8.6312225E-22	3.6354931E-11
85.75	5.2351011E-22	3.1110881E-11
86.00	3.1752493E-22	2.6602433E-11
86.25	1.9258861E-22	2.2731088E-11
86.50	1.1681089E-22	1.9410561E-11
86.75	7.0849389E-23	1.6565464E-11
87.00	4.2972327E-23	1.4130087E-11
87.25	2.6064034E-23	1.2047292E-11
87.50	1.5808636E-23	1.0267493E-11
87.75	9.5884221E-24	8.7477501E-12
88.00	5.8156720E-24	7.4509455E-12
88.25	3.5273834E-24	6.3450505E-12
88.50	2.1394662E-24	5.4024732E-12
88.75	1.2976518E-24	4.5994798E-12
89.00	7.8706562E-25	3.9156843E-12
89.25	4.7737943E-25	3.3335989E-12
89.50	2.8954526E-25	2.8382408E-12
89.75	1.7561808E-25	2.4167873E-12
90.00	1.0651775E-25	2.0582761E-12
90.25	6.4606280E-26	1.7533444E-12
90.50	3.9185690E-26	1.4940022E-12
90.75	2.3767322E-26	1.2734365E-12
91.00	1.4415610E-26	1.0858424E-12
91.25	8.7435092E-27	9.2627666E-13
91.50	5.3032064E-27	7.9053269E-13
91.75	3.2165573E-27	6.7503231E-13
92.00	1.9509406E-27	5.7673331E-13
92.25	1.1833053E-27	4.9305017E-13
92.50	7.1771094E-28	4.2178623E-13
92.75	4.3531369E-28	3.6107564E-13
93.00	2.6403110E-28	3.0933393E-13
93.25	1.6014296E-28	2.6521575E-13
93.50	9.7131614E-29	2.2757891E-13
93.75	5.8913302E-29	1.9545372E-13
94.00	3.5732724E-29	1.6801699E-13
200.00	1E-30	1E-13
